CKG_NM,CKG_MTRL_CN
고들빼기김치,[재료] 고들빼기 2단| 실파 1줌 [양념] 멸치액젓 3큰술| 소금 조금| 고춧가루 1컵| 새우젓 1큰술| 다진마늘 1+1/2큰술| 생강 1/2톨| 통깨 조금| 찹쌀가루(찹쌀풀) 1작은술
고등어간장구이,[재료] ?소금간한 고등어 1마리| 전분가루 3큰술| 간장 2큰술| 청주 2큰술| 물 2큰술| 설탕 1큰술| 매실 1큰술| 후추 약간| 엄지손가락 크기 생강 1톨
고등어구이,[재료] 고등어 1마리| 레몬즙 1큰술| 오일 약간 [양념] 청주 1큰술| 된장 1작은술| 유기농 카레가루 1작은술| 황설탕 1작은술| 생강즙 1/2작은술
고등어김치조림,[재료] 고등어 2마리| 김치 [양념] 고추가루 3T| 마늘 1T| 간장 1T| 식초 1T| 후추 약간| 생강가루
고등어김치찜,[재료] 고등어 1마리| 신김치 1/2포기| 양파 1/2개| 홍고추 1개| 청고추 1개| 대파 1대| 멸치다시마육수 600ml [양념] 국간장 3큰술| 고춧가루 3큰술| 설탕 1/2작은술| 청주 1큰술| 참기름 1작은술| 생강가루 1/4작은술| 마늘 4알(다지기)| 후춧가루 조금
고등어무조림,[재료] 고등어 1마리| 무| 양파 1/2개| 청고추 1개| 홍고추 1개| 대파 1/2대| 멸치&다시마국물 400ml [양념] 고춧가루 2큰술| 간장 3큰술| 청주 1큰술| 참기름 1작은술| 된장 1큰술| 다진마늘 2알| 다진생강 1톨| 후춧가루| 소금
고등어양념구이,[재료] 고등어小 2마리| 포도씨유2큰술| 쌀뜨물 적당양 [양념] 양파 1/3개| 실파 5줄기| 홍고추 1개| 다진마늘 1큰술| 고추가루 1+1/2큰술| 간장 4큰술| 올리고당 2큰술| 깨소금 1큰술| 참기름 1큰술| 후추 약간
고등어조림,[재료] 고등어 작은크기 2마리| 청주 1큰술| 무 3줌| 양파 중 1/2개| 대파 1/2대| 홍고추 1개| 멸치다시마 육수 2컵 [양념] 간장 3큰술| 고추장 1큰술| 고춧가루 2큰술| 청주 2큰술| 다진마늘 1큰술| 다진생강이나 생강가루 약간| 물엿 0.5큰술
고등어카레구이,[재료] 고등어 1마리| 전분가루 2TS| 카레가루 1TS [양념] 식용유| 후추 약간| 소금 약간
고등어튀김,[재료] 손질 고등어 1마리| 밀가루| 계란| 빵가루 [양념] 식용유| 후추| 생강술
고사리갈치조림,[재료] 갈치 4토막| 햇 고사리 50g| 양파 1개| 대파 1뿌리| 청양고추 1~2개 [양념] 간장 1.5T| 고춧가루 1.5T| 다진마늘 1/2T| 매실액 1/2T| 생강가루 1/2t| 맛술 1/2T| 멸치 육수 1/2컵
고사리나물,[재료] 고사리 삶은 것 다듬어서 500g| 식용유 [양념] 들기름| 다진마늘| 국간장| 소금| 다진파| 통깨| 참기름| [들깨즙]| 생들깨 1/2컵| 물 또는 멸치육수 2컵
고사리나물볶음,[재료] 고사리 2줌| 식용유 약간| 대파 1뿌리| 다진마늘 1큰술 [양념] 깨소금 약간| 맛소금 약간
고수무침,[재료] 고수| 무 [양념] 고춧가루 2T| 다진마늘 1/2T| 참기름 1T| 간장 1T| 볶음참깨 1T
고추김밥,[재료] 스팸| 밥| 김밥김| 청량고추| 신김치| 참기름| 설탕| 통깨 약간
고추볶음,[재료] 풋고추나 청량고추 20개| 홍고추 1개 [양념] 들기름 4스푼| 다진 마늘 1스푼| 국 간장 4스푼| 맛술 2스푼| 멸치육수 3스푼
고추잎김치,[재료] 데친고추잎 900g| 양파 2개| 마른고추 5개| 고추가루 1컵| 다진마늘 3수저| 생강 2조각| 황석어젓갈 1컵| 매실청 1/2컵| 천일염 1수저| 메밀풀 1컵| 파프리카 1/2개| 대파 2뿌리
고추잡채,[재료] 돼지고기 안심 200그램| 청피망 1개| 빨간파프리카 1개| 노란 파프리카 1개| 양파 중간 크기 1개| 부추 1줌| 당면 1줌| 청양고추 2개| 꽃빵 5~6개 [양념] 간장 1.5큰술| 청정원 매콤한 해물 굴소스 2큰술| 후춧가루 약간| 포도씨유 1큰술| 다진 마늘 0.5큰술
고추잡채덮밥,[재료] 파프리카 2개| 당근 1/3개| 청양고추 1개| 부추 조금| 양파 1개| 검은깨 조금| 밥 1공기| 돼지고기 잡채용 300g [양념] 검은깨 조금| 고추기름 2큰술| 카놀라유 1큰술| 다진마늘 1+1/2큰술| 굴소스 1t| 소금| 후춧가루 조금씩 [고기밑간] 달걀흰자 1개| 녹말가루 1t| 청주 1큰술| 소금 조금| 후춧가루 조금
고추장돼지불고기,[재료] 돼지고기 600g| 양파 중간것 1개| 청고추 1개| 홍고추 1개| 고추기름 1큰술| 대파 1/2대| 통깨 적당량 [양념] 고추장 4큰술| 고춧가루 4큰술| 두반장 2큰술| 굴소스 4작은술| 간장 1큰술| 사과즙 2큰술| 올리고당 2큰술| 맛술 2큰술| 다진파 2큰술| 다진 마늘 2큰술| 생강 1/2작은술| 깨소금 1큰술| 후춧가루 조금| 참기름 조금
고추장마늘장아찌,[재료] 통마늘 [장아찌간장비율] 간장 1| 식초 1| 물 1| 설탕 1
고추장멸치볶음,[재료] 멸치 2컵| 땅콩 1/2컵| 올리브오일 3큰술 [양념] 고추장 2큰술| 고추기름 2큰술| 간장 1큰술| 설탕 1큰술| 물엿 2큰술| 맛술 2큰술| 청주 2큰술| 다진마늘 1큰술| 통깨 1큰술
고추장불고기,[재료] 돼지고기 불고기용 500g| 양파 1/2개| 당근 1/2개| 청피망 1개| 홍고추 1개| 대파 2대| 참기름 1TS| 파채 적당량 [양념] 고추장 4TS| 고춧가루 2TS| 진간장 1TS| 굴소스 1TS| 올리고당 2TS| 황설탕 2TS| 맛술 2TS| 양파즙 1TS| 마늘 5알| 생강가루 1ts| 후춧가루 조금
고추장아찌,[재료] 고추 4~5kg [양념] 간장 3컵| 물 3컵| 식초 1컵| 설탕 1컵
고추장육회,[재료] 소고기(설도·홍두깨·우둔살 등) 600g| 배 1/2쪽| 달걀 1개| 잣 2스푼| 무순(생략가능) 약간| 체다치즈(생략가능) 약간 [양념] 고추장 1스푼 듬뿍| 간장 1.5스푼| 액젓 1.5스푼| 참기름 2스푼| 다진마늘 1스푼| 다진 파 1스푼| 꿀 1스푼| 설탕 1티스푼| 소금 2꼬집| 후추 약간
고추장제육볶음,[재료] 돼지고기 앞다리살 400g| 양파| 파| 당근 [양념장] 설탕 1큰술| 고춧가루 1큰술| 맛술 2큰술| 간장 1큰술| 다진마늘 1큰술| 고추장 4큰술| 매실액 1큰술
고추장찌개,[재료] 돼지고기 찌개용 150g| 애호박 1/2개| 양파 1/2개| 두부 1모| 풋고추 1개| 붉은 고추 1개| 대파 1/4대| 멸치육수 6컵 [양념] 고추장 3큰술| 다진 마늘 0.5큰술| 고춧가루 0.5큰술| 국간장 1큰술| 소금 0.3큰술| 후춧가루 약간
고추장파스타,[재료] 파스타 160g| 당근 1/4개| 양파 중간짜리 1/2개| 물 480g| 멸치 5~6개 [양념] 매실액 1/2숟가락| 고추장 2숟가락| 다진마늘 1티스푼| 고추가루 1/2숟가락| 케첩 1숟가락| 간장1/2숟가락| 설탕 1.5 티스푼| 후추 약간
고추장호박찌개,[재료] 애호박 1개| 새우 5마리| 양파 1/2개| 홍고추 1개| 마늘가루 1/2작은술| 쌀뜨물 2컵 [재료] 고추장 1큰술| 고춧가루 1큰술| 천연조미료 1큰술| 참치액 1큰술
고추참치,[재료] 참치 300g| 감자 작은것 1+1/2개| 당근 1/4개| 양파 작은것 1개| 브로컬리 2줌 [양념] 고추장 4숟갈| 케첩 3숟갈| 물엿 1숟갈| 참깨 2숟갈| 흑임자 2숟갈
고추참치주먹밥,[재료] 밥 4공기| 고추참치 1캔 [밥 양념] 참깨 4큰술| 참기름 4큰술| 식초 4큰술| 간장 2큰술| 소금 1작은술 [바르는 양념] 간장 3큰술| 설탕 약간| 참기름 약간
곡물쿠키,[재료] 귀리 1컵| 호두 1컵| 아몬드 1컵 [양념] 생강꿀차 또는 집에서 만든 청 3T| 소금 1t
곤약국수,[곤약국수 재료] 실곤약 200g| 콩나물 1줌| 오이 1/2개| 당근 약간| 상추 2장| 깻잎 2장| 닭가슴살 (캔) 1| 다진 마늘 1/2t| 다진파 약간 [양념] 고추장 2t| 고춧가루 1t| 맛술 1t| 양조간장 1t| 매실청 1T| 2배식초 1t| 참기름 약간| 깨소금 1t
곤약젤리,[재료] 썬키스트(핑크) 300ml| 설탕 20g| 곤약가루 5g| 파워에이드(파란색) 300ml| 설탕 20g| 곤약가루 5g| 체리| 레몬
골뱅이무침,[재료] 골뱅이 1캔| 오이 1개| 양파 1/2개| 당근 1/4개| 소면 1줌 [양념] 고추장 2큰술| 고춧가루 0.5큰술| 다진 마늘 0.5큰술| 식초 2큰술| 설탕 0.5큰술| 과일즙 1큰술| 참기름 0.3큰술| 통깨 약간
골뱅이볶음,[재료] 골뱅이 통조림 1개| 청양고추 2개| 양배추 1/4통| 마늘 4쪽| 들깨가루 1 큰술| 사골육수 100ml| 간장 1큰술| 올리브유 1.5큰술| 소금| 후춧가루 [양파절임 재료] 양파 1/2개| 고춧가루 2큰술| 간장 1작은술| 설탕 1작은술| 맛술 1큰술| 참기름 약간
골뱅이비빔국수,[재료] 소면 200그램| 골뱅이 200그램| 당근 1/3개| 양배추 3장| 가시 오이 1/2개| 양파 1/3개| 파프리카 1/2개| 참기름| 통깨 약간 [과일 꿀양념장] 고추장 3큰술| 고춧가루 1큰술| 양파 1/2개| 청포도 20알| 복숭아 1/2개| 사과 1/2개| 벌꿀발효 식초 1/2컵| 꿀 3큰술| 간장 1큰술
골뱅이비빔면,[재료] 골뱅이 400g| 소면 100g | 오이 1/2개 | 대파 1뿌리 | 양파 1/2개 | 청양고추 3개 | 김치  [양념] 골뱅이 국물 3큰술 | 고추장 2큰술| 고운 고춧가루 2큰술| 물엿 2큰술| 설탕 1큰술| 식초 2큰술| 다진 마늘 1큰술| 참기름 적당히 | 통깨 약간 | 단촛물
골뱅이소면,[재료] 골뱅이 140g| 오이 1/2개| 소면 2인분 [양념] 고추장 3큰술| 고추가루 2큰술| 다진마늘 1큰술| 참기름 1/2큰술| 간장 1/2큰술| 깨 1/2큰술| 식초 3큰술| 설탕 1큰술| 올리고당 1큰술
골빔면,[재료] 골뱅이통조림| 비빔면| 오이| 파채 [양념] 초장
곰국,[재료] 사골 2.5kg| 사태 1kg| 대파 약간 [양념] 소금 약간| 후추 약간
곰돌이김밥,[재료] 밥 2공기| 시판 우엉조림 3줄| 당근(or소세지) 1줄기| 김 2장 [흰밥 양념] 소금 조금| 참기름 1큰술| 백설탕 1작은술 [곰얼굴부분 양념] 황설탕 1/2큰술| 소금 1/2작은술| 간장 1작은술| 참기름 1큰술| 깨소금
곱창버거,[재료] 편의점시판용양념곱창| 햄버거빵| 부추
공갈빵,[재료] 강력분 3컵| 설탕 1스푼 | 소금 0.2스푼 | 올리브오일 4스푼 | 미지근한 물 1컵| 흑설탕 8스푼 | 계피가루 0.5스푼 | 검은깨 0.5스푼 | 통깨 0.5스푼 
곶감장아찌,[재료] 곶감 [양념] 간장 3T| 고추장 크게 3T| 물엿 or 매실청 3T| 청양고추 다진것| 깨 조금| 참기름 조금
곶감차,[재료] 곶감 4개| 물 500ml
곶감호두말이,[재료] 곶감| 고구마 1개(으깬것) | 모찌
과메기구이,[재료] 과메기 350g [양념] 고추장 3숟갈| 다진마늘 약간| 고추가루 2/3숟갈| 설탕 1+1/2숟갈| 물 3숟갈| 올리고당 1+1/2숟갈| 깨소금 1숟갈
과메기쌈,[재료] 과메기| 미나리| 쪽파| 구운김| 마늘 [양념] 고추가루| 진간장| 설탕| 다진마늘| 생강가루
과메기조림,[재료] 과메기 350g| 홍고추 1개| 풋고추 1개| 마늘 4쪽| 통깨 약간 [양념] 진간장 3큰술| 매실즙 1큰술| 맛술 1큰술| 올리고당 1큰술| 고춧가루 1큰술| 후춧가루 약간
과일샐러드,[재료] 사과 1개| 귤 2개| 양상추 조금 [양념] 플레인 요구르트 2개(총 200g)| 식초 2숟가락| 마요네즈 1숟가락| 머스터드 2숟가락| 소금 조금| 레몬즙 조금
과일스무디,[재료] 아사이베리 1봉지| 라즈베리| 바나나 2개| 올리고당 조금| 과일주스나 요거트| 얼음 몇개
과일아이스크림,[재료] 복숭아음료(2%부족할때) 1병| 복숭아 1개| 키위 1개| 블루베리 1줌| 아이스크림틀
과일케이크,[재료] 버터 75g| 설탕 75g| 바닐라에센스 1/2t| 소금 1/8t | 밀가루(박력분) 125g| 베이킹파우더 1작은술| 우유 1큰술 [양념] 블루메이드 젤리믹스딸기맛 1봉| 딸기 500g| 키위 3개
과일타르트,[파이반죽] 찬버터 80g| 박력분 150g| 계란 1개| 소금 조금| 설탕 20g [아몬드크림] 크림치즈 100g| 버터 30g| 계란 1개| 설탕 30g| 아몬드가루 70g| 오렌지술 1큰술 [나빠쥬] 살구쨈 2T| 물엿 1T| 물 1T| 생크림 1컵| 설탕 10g| 여러가지 과일
과일탕후루,[필수 재료] 귤 적당량| 청포도 적당량| 블루베리 적당량 [시럽 재료] 설탕 2종이컵| 물 1종이컵| 물엿 2숟가락
과일파르페,[재료] 사과| 카위| 감귤| 바나나| 아이스크림 [양념] 플레인요구르트 2통| 매실액기스 2큰술| 꿀 1큰술
과카몰리샐러드,[재료] 잘 익은 아보카도 2개| 방울 토마토 1컵| 노란 파프리카 1개| 블랙빈 통조림 1캔| 붉은 양파 1/4개| 할라피뇨 혹은 청양고추 다진것 2큰술| 라임 제스트 1/2작은술| 라임주스 1/4컵| 올리브오일 1/4컵| 다진마늘 1/2작은술| 카이옌 페퍼 (Cayenne Pepper) 1/4작은술| 소금 약간| 후추 약간
관자버터구이,[재료] 관자 4마리| 어린잎채소| 빨노파프리카| 양파| 크래미 버터 1TS| 마늘 1ts| 청주 [양념] 소금| 후추| 레몬드레싱
구겔호프,[재료] 버터 180g| 설탕 75g| 노른자 4개| 박력분 180g| 호두 조금| 에스프레소 1Ts| 인스턴트커피가루 4g| 머랭용 흰자 3개| 설탕 75g [아이싱용] 설탕 100g| 레몬즙 2Ts
구기자,[재료] 구기자 300g| 발효 식초 300g| 꿀 100g
구운가지샐러드,[재료] 양상추 1/3통| 가지 작은것 1개| 리오 올리브유 2큰술| 허브솔트 약간| 방울토마토 1줌| 올리브 통참치 1캔 [양념] 유기농 요쿠르트 드레싱 50ml
구운호떡,[재료] 강력분 400g| 드라이이스트 2작은술| 설탕 3작은술| 소금 8g| 포도씨유 2큰술| 미지근한물 260g| 검정깨 30g [호떡쨈 양념] 흑설탕 100g| 계피가루 1작은술| 꿀 15g
구이,[재료] 중하 8마리 [양념] 허브맛솔트 약간| 마늘 1작은술| 고춧가루 1/4작은술| 올리브유 2~3큰술
국수전골,[재료] 손칼국수 2인분| 왕만두 4개| 애느타리버섯 1팩(200g)| 팽이버섯 1봉지| 호박 1/4개| 숙주 2줌| 대파 1/3대| 멸치다시마육수 6컵 [당근칼국수 반죽 재료] 당근 작은 것 1개(120g)| 물 1/2컵| 밀가루 4컵| 소금 0.3큰술| 식용유 1큰술 [양념] 국간장 2큰술| 다진 마늘 1큰술| 고춧가루 2큰술
군만두,[재료] 잡채 1대접| 두부 1모| 만두피 40장 [초간장 양념] 간장 1큰술| 식초 1큰술
굴국,[재료] 굴 250g| 무 230g| 대파 1/2뿌리| 홍고추 1개| 마늘 2쪽 [양념] 조선간장 1작은술| 소금 적당량| 물 적당량
굴깍두기,[재료] 무 1개| 생굴 1컵| 잔파 1줌| 미지근한 물 1/4컵| 굵은 소금 1/2컵 [양념] 새우젓 1/2컵| 다진 마늘 1스푼| 생강 1/2스푼| 고춧가루 1/2컵
굴두부국,[재료] 싱싱한 굴 1컵| 무 80g| 두부 100g| 실파 1대| 홍고추 1개| 물 500ml| 다시마 조금| 멸치 5마리 [양념] 새우젓국물 1~2큰술| 마늘(다지기) 2알
굴만두,[재료] 굴 200g| 두부 1/2모| 돼지고기다짐 200g| 김치 1/4포기| 파다짐 1/2컵| 새송이버섯 1개| 계란 1개| 만두피 [양념] 소금 1/2작은술| 후추 조금| 통깨 2큰술| 참기름 2큰술
굴무밥,[재료] 쌀 2+1/2컵| 물 2컵| 굴 1줌| 무 450g| 돗나물 2줌 [양념] 진간장 1/2컵| 다진 마늘 0.5스푼| 쪽파 썬것 1/2컵| 참기름 2스푼| 깨소금 1스푼| 고춧가루 1스푼
굴무생채,[재료] 무 1개| 굴 300g| 부추 1줌 [양념] 다진마늘 1개| 고춧가루 3T| 소금 약간| 멸치액젓 3T| 설탕 1/3T| 통깨 조금
굴무침,[재료] 굴 1컵| 무 나박썬 것 1컵| 파 다진 것 2스푼| 굵은 소금 2스푼 [양념] 다진 마늘 1스푼| 다진 생강 0.3스푼| 고춧가루 2스푼| 참기름 0.5스푼| 설탕 0.3스푼| 진간장 2스푼
굴밥,[재료] 굴 2컵| 채썬 무 2줌| 다시마 1장(10x10)| 불린 쌀 4컵| 물 2.5컵| 새송이 버섯 1/2줌| 은행 20개 [양념] 간장 8스푼 | 고춧가루 1스푼 | 다진마늘 0.5스푼 | 다진파 1스푼 | 참기름 0.5스푼 | 깨소금 약간
굴비찜,[재료] 굴비 2마리| 식초 1큰술| 무 1/3개| 물 3컵| 청양고추 2개| 대파 1/2뿌리| 쑥갓 조금 [양념] 소금 조금| 간장 2큰술| 다시마육수 1컵| 고춧가루 2큰술| 다진마늘 1큰술| 청주 1큰술| 생강 조금
굴생채,[재료] 채썬 무 2줌| 굴 1줌| 양파 1/2개| 대파 1/4뿌리 [양념] 고춧가루 1.5큰술| 간장 2큰술| 식초 1큰술| 설탕 0.5큰술| 다진마늘 0.5큰술| 소금 약간| 통깨 0.5큰술
굴소스볶음밥,[재료] 다진양파| 당근| 호박| 새송이버섯| 빨강파프리카| 주황파프리카| 노랑파프리카| 밥| 계란 [양념] 굴소스
굴순두부,[재료] 순두부 2봉| 굴 120그램| 양파 100그램| 버섯 100그램 [양념] 국간장3큰술| 고추기름 2큰술| 고춧가루 1큰술| 다진마늘 1큰술| 소금 1작은술| 들깨가루 1큰술
굴영양밥,[재료] 쌀 1컵| 다시마물 1컵| 탱글탱글한 굴 1/2컵| 백일송이(색별) 1줌씩| 채썬무 1줌 [양념] 간장 4큰술| 들기름 1/2큰술| 고춧가루 1/2큰술| 다진마늘 1/2큰술| 깨소금 1큰술| 다진파 1/2큰술
굴우동,[재료] 우동사리 1개| 굴 100g| 무 50g| 대파 50g| 부추 50g| 청양고추 2개| 달걀 1개| 물 400mL| 다진마늘 1t| 소금&후추(기호에따라) 약간
굴초회,[굴카르파쵸재료] 굴 4개| 올리브오일 3큰술| 다진마늘 1작은술| 후추 1꼬집| 소금 1꼬집| 레몬즙 1작은술 [굴초회재료] 굴 4개| 초고추장 1작은술| 썬 쪽파 1작은술
굴콩나물국,[재료] 굴 1봉지(135g)| 콩나물 1줌가득| 대파 1/2뿌리| 양파 1/5개| 물 1200cc [양념] 다진마늘 1큰술| 후추 약간| 소금 약간
굴탕,[재료] 굴 한 봉| 두부 한 모| 청양고추 1~2개| 대파 한 줌| 양파 1/2개 [양념] 다진마늘 1/2 스푼| 간장 1/2 스푼| 소금 1 스푼| 식초 1 스푼
궁중떡볶이,[재료] 떡볶이떡(쌀떡) 1+1/2줌| 양파 1/2개| 데친 브로콜리 1줌| 빨강 파프리카 1/3개| 노랑 파프리카 1/3개| 주황파프리카 1/3개| 생표고(or말린표고) 3송이| 하림 슬림 닭가슴살 1캔| 대파 1줄기| 포도씨유 1큰술 [양념] 참기름 1/2큰술 [소스] 간장 1+1/2큰술| 굴소스 2큰술| 다진마늘 1/2큰술| 우스터 소스 1작은술| 후춧가루 1작은술| 설탕 1/2큰술| 요리당 1/2큰술
귤샐러드,[재료] 귤 2개| 샐러리 1/2대| 게맛살 3개| 사과 1/2개 [양념] 머스타드소스 2큰술| 마요네즈 3큰술| 양파 1/4개| 레몬즙 2큰술
귤양갱,[재료] 귤 제일 작은것 11개(귤즙 300cc)| 한천 15g| 흰앙금 250g| 설탕 300g| 물 100cc| 귤조림용 설탕 1컵| 물 1대접
